"1","NY 481 northbound","Construction","2015-11-25","08:27:38","43.145698547363","-76.1220016479492"," NYSDOT - Region 3: Construction, construction on NY 481 northbound at Exit 10 -  Circle Drive (Cicero)  right lane closure until 5:00 P.M., December 11, 2015 24/7 closure"
"2","NY 10 both directions","Construction","2015-07-05","16:16:55","42.814071767375","-74.5974254608154"," NYSDOT - Region 9: Construction on NY 10 both directions between Staleyville Road (Sharon)  and Button Road alternate lanes closed controlled by temporary signals.  There are two bridges that will have these signals.  Work is from 7:00 am to 5:30 pm, 7/6/15 to 12/17/15.  WIDTH RESTRICTION OF 10 FEET. D900022     IR 27889"
"3","Mill Street both directions","Construction","2015-11-23","12:41:30","42.232601165771","-76.3421020507813"," NYSDOT - Region 9: Construction, construction on Mill Street both directions at Mill Street (SR 990H) (Candor)  all lanes closed for bridge replacement.  DETOUR is NY 96 to NY 96B back to Mill Street.  This work is from 6:00 am to 5:30 pm, 8/24/15 to 12/31/15. D900020     IR 27904"
"4","Yellow Springs Rd - Diamond Rock Road both directions","Roadwork","2015-11-24","15:08:52","40.084950400296","-75.4578233173212"," PennDOT District 6-0: Bridge outage on YELLOW SPRINGS RD both directions between WILSON RD and VALLEY FORGE RD.  All lanes closed.. [RCRS 222411]"
"5","I-88 eastbound","Construction","2015-10-02","14:19:35","42.589401245117","-74.7342987060547","NYSDOT - Region 9: Construction, construction on I-88 eastbound east of Exit 19 - Hollenbeck Road to Route 7 Worcester (Worcester)  left lane and shoulder closed for bridge repair.  This work is from 7:00 am to 5:00 pm, 7/8/15 to 11/30/15. D262741     IR 27930"
"6","I-88 both directions","Construction","2015-10-02","14:17:58","42.139099121093","-75.9020004272461"," NYSDOT - Region 9: Construction, construction on I-88 both directions over Brookes Hollow Road (Worcester)  right lane and shoulder closed for bridge repair.  this work will be done from 7:00 am to 5:00 pm, 7/8/15 to 11/30/15.  This work is between Exit 19 and Exit 20. D262741     IR 27931"
"7","NY 96 both directions","Construction","2015-11-05","14:19:44","42.094100952148","-76.2630996704101"," NYSDOT - Region 9: Construction, construction on NY 96 both directions between East/West Avenue (Owego)  and Fox Street alternate lanes closed for pavement and drainage improvements at the underpass for Norfolk Southern Railroad.  This work will be done both during the DAY AND NIGHT, daytime work is from 6:00 am to 6:00 pm.  Night work is from 6:00 pm to 6:00 am.  This will be done from 7/13/15 to 12/31/15.  There will be flag personnel in the work zone.  This work is weather dependent. D262840     IR 27949"
"8","NY 96 both directions","Construction","2015-11-13","09:45:27","42.209800720214","-76.4929962158203"," NYSDOT - Region 9: Construction, construction on NY 96 both directions between West Tioga Street; NY 34 (Spencer)  and Guiles Road (Spencer)  alternate lanes closed for finishing work on the bridge replacement project.  This work will be from 7:00 am to 5:00 pm, 11/13/15 to 12/1/15.  There will be flag personnel in the work zone. D262632     IR 27960"
"9","Pan Am Road eastbound","Long term road construction","2015-11-20","22:58:36","40.660684923528","-73.8235330581665"," Port Authority NY/NJ: Long term road construction, longterm construction on Pan Am Road eastbound between Lefferts Boulevard (Queens)  and 130th Place (Queens)  all lanes closed and detoured until 11:59 P.M. on February 29, 2016 Traffic detoured via  the Nassau Expressway/NY 878."
"10","NY 34 both directions","Construction","2015-07-27","12:24:06","41.99969863891","-76.5246963500977"," NYSDOT - Region 9: Construction, construction on NY 34 both directions north of Dean Creek Road (Barton)  1 lane closed with a temporary signal in place for bridge replacement.  This work is from 6:00 am to 5:30 pm, 7/27/15 to 12/31/15. D900020     IR 28075"
"11","County Route 79 both directions","Construction","2015-08-03","09:08:44","42.00369566097","-73.8799265027046"," NYSDOT - Region 8: Construction, roadwork on County Route 79 both directions between Fruitbud Drive (Red Hook)  and Park Avenue (Red Hook)  all lanes closed  until 11:59 P.M. on December 31, 2015 The County Route 79 bridge over the Saw Kill is closed until further notice. Motorists should follow the posted detour."
"12","Henry Hudson Bridge southbound","Long term road construction","2015-11-20","23:00:04","40.877","-73.9228"," MTA Bridges & Tunnels: Long term road construction, longterm construction on Henry Hudson Bridge southbound Manhattan Bound (New York)  1 lane closed through November 2015."
"13","Forward Road both directions","Construction","2015-08-11","13:06:07","43.023498535156","-76.3618011474609"," NYSDOT - Region 3: Construction, roadwork on Forward Road both directions between Bennetts Corners Road; NY 321; START ROUTE  Forward Road (Camillus)  and END ROUTE; NY 174 (Camillus)  all lanes closed  until 11:59 P.M. on December 31, 2015 detour in place"
"14","I-86 both directions","Construction","2015-11-12","12:58:25","42.098800659179","-78.6586990356445"," NYSDOT - Region 5: Construction, construction on I-86 both directions between Exit   - South Carrollton Road (Carrollton)  and NY 417 (Salamanca)  1 lane of 2 lanes closed until 5:00 P.M. on September 30, 2016"
"15","LaSalle Expressway both directions","Construction","2015-11-20","09:03:54","43.080600738525","-78.9906005859375"," NYSDOT - Region 5: Construction, construction on LaSalle Expressway both directions between START ROUTE  LaSalle Expressway; I-190 (Niagara Falls)  and Exit   - Williams Road; Ramp (Wheatfield)  1 lane closed until 3:30 P.M. on December 31, 2015 until further notice"
"16","951J; Massachussetts Ave & Peace Bridge Plaza to I-90 SB Ramps southbound","Construction","2015-11-24","08:56:00","42.902500152587","-78.9005966186523"," NYSDOT - Region 5: Construction, construction on 951J; Massachussetts Ave & Peace Bridge Plaza to I-90 SB Ramps southbound between I-190 (Buffalo)  and Porter Avenue (Buffalo)  1 lane closed until 11:59 P.M. on June 30, 2017 Workzone is on the ramp to Porter Avenue from Peace Bridge plaza"
"17","I-190 - Niagara Thruway northbound","Construction","2015-11-24","09:05:31","42.89849472045","-78.8978042602539"," NYSDOT - Region 5: Construction, construction on I-190 - Niagara Thruway northbound at Exit N9 (I-190) - Peace Bridge - Canada (Buffalo)  right shoulder closed until 6:00 P.M. on June 30, 2017 until further notice"
"18","NY 266 both directions","Construction","2015-11-24","09:46:03","42.901298522949","-78.8921966552735"," NYSDOT - Region 5: Construction, construction on NY 266 both directions at Porter Avenue (Buffalo)  1 lane closed until 6:00 P.M. on June 30, 2017 Workzone is on Porter Avenue at I-190"
"19","NY 240 both directions","Construction","2015-11-19","11:34:42","42.849700927734","-78.7879028320313"," NYSDOT - Region 5: Construction, construction on NY 240 both directions between NY 400; Aurora Expressway (West Seneca)  and Potters Road (West Seneca)  right shoulder closed until 5:30 P.M. on December 31, 2016 expect minor lane shifts. Look out for flaggers"
"20","NY 265 both directions","Construction","2015-10-15","13:15:57","42.99470138549","-78.8827972412109"," NYSDOT - Region 5: Construction, bridge replacement on NY 265 both directions at I-290; Youngmann Expressway (Tonawanda)  1 lane closed until 6:00 P.M. on December 31, 2016"
"21","NY 384 both directions","Construction","2015-10-15","13:18:57","42.995498657226","-78.874397277832"," NYSDOT - Region 5: Construction, bridge replacement on NY 384 both directions at Junction I-290 Youngmann Expressway (Tonawanda)  1 lane closed until 6:00 P.M. on December 31, 2016"
"22","I-190 southbound","Construction","2015-11-12","10:41:00","43.131900787353","-79.0190963745117"," NYSDOT - Region 5: Construction, construction on I-190 southbound between Town of Lewiston; Town of Niagara Line (Lewiston)  and Exit 25A - NY 265 Military Road (Lewiston)  1 lane closed until 5:00 P.M. on August 20, 2016"
"23","NY 5 eastbound","Construction","2015-08-19","08:45:36","42.735","-78.9174"," NYSDOT - Region 5: Construction, construction on NY 5 eastbound between Old Lakeshore Road (Hamburg)  and Wanakah Amsdell Road (Hamburg)  right lane closed  until 3:00 P.M. on December 31, 2015"
"24","954L; Broadway both directions","Construction","2015-09-11","13:40:23","42.886901855468","-78.867301940918"," NYSDOT - Region 5: Construction, construction on 954L; Broadway both directions at Michigan Avenue (Buffalo)  all lanes open until 3:30 P.M. on March 31, 2017 Work is behind curb"
"25","NY 16 both directions","Construction","2015-11-18","14:37:58","42.839500427246","-78.7540969848633"," NYSDOT - Region 5: Construction, construction on NY 16 both directions between Union Road; NY 277 (West Seneca)  and Orchard Park Road; NY 240; Harlem Road (West Seneca)  1 lane of 2 lanes closed until 5:00 P.M. on November 30, 2015 Waterline installation. Expect traffic shift"
"26","I-86 both directions","Construction","2015-11-19","13:17:52","42.139198303222","-79.1138000488281"," NYSDOT - Region 5: Construction, construction on I-86 both directions between NY 394 (Poland)  and Exit 14 - NY 62 Frewsburg Road (Poland)  1 lane of 2 lanes closed until 4:30 P.M. on December 31, 2015 Work zone is over rail road tracks and Connewango Creek"
"27","Robert Moses State Parkway southbound","Construction","2015-09-10","08:04:43","43.074298858642","-78.9908981323242"," NYSDOT - Region 5: Construction, bridge work on Robert Moses State Parkway southbound at START ROUTE Robert Moses State Parkway; I-190 (Niagara Falls)  1 lane closed until 11:59 P.M. on December 20, 2015 Lane closure is on ramp to Buffalo Avenue and I-190 Southbound"
"28","NY 78 northbound","Construction","2015-11-19","08:24:55","43.08629989624","-78.6968994140625"," NYSDOT - Region 5: Construction, construction on NY 78 northbound between Town of Lockport; Town of Pendleton Line; Town of Clarence Line; Niagara-Erie County Line; Transit Road (Clarence)  and City of Lockport; Town of Lockport Line (Lockport)  1 lane of 2 lanes closed until 5:30 P.M. on July 31, 2016 Waterline Replacement"
"29","NY 26 both directions","Construction","2015-08-21","16:07:59","42.160067232049","-76.0703766345978"," NYSDOT - Region 9: Construction on NY 26 both directions area of Weber Road (Maine)  1 lane closed for bridge replacement.  There will be a temporary signal in place for traffic control.  Work is from 6:00 am to 5:30 pm, 8/24/15 to 12/31/15. D90020     IR 28288"
"30","NY 26 both directions","Construction","2015-08-21","16:22:23","42.052471352182","-76.0304868221283"," NYSDOT - Region 9: Construction on NY 26 both directions at Sheedy Road (Vestal)  1 lane may be closed for intersection improvement.  Work is from 7:00 am to 3:30 pm, 8/24/15 to 11/30/15.  There will be flag personnel in the work zone.  This is weather dependent. D262909     IR 28289"
"31","US 219 both directions","Construction","2015-08-24","09:41:55","42.259","-78.6555"," NYSDOT - Region 5: Construction, culvert repairs on US 219 both directions between Town of Ellicottville; Town of Great Vall Line (Ellicottville)  and Route 98; Humphrey Road (Great Valley)  1 alternate lanes closed  until 11:59 P.M. on December 31, 2015 Alternating one lane each direction closure controlled by temporary traffic signals. Look out for flaggers."
"32","County Route 22 both directions","Construction","2015-08-25","10:24:08","41.373638529308","-74.5273366570473"," NYSDOT - Region 8: Construction, bridge work on County Route 22 both directions area of Millsburg Rd (Minisink)  all lanes closed  until 11:59 P.M. on December 31, 2015"
"33","I-88 both directions","Construction","2015-10-15","15:35:00","42.589401245117","-74.7342987060547"," NYSDOT - Region 9: Construction, construction on I-88 both directions between Exit 19 - Hollenbeck Road to Route 7 Worcester (Worcester)  and Exit 20 - NY 7; NY 10; Richmondville (Richmondville)  alternate lanes closed for bridge deck repairs.  Work is from 7:00 am to 5:00 pm, 8/26/15 to 11/30/15. D262741     IR 28330"
"34","Route 971U eastbound","Construction","2015-08-31","20:13:02","44.66795089158","-74.9895858764648"," NYSDOT - Region 7: Construction, bridge rehabilitation on Route 971U eastbound at Raquette River (Potsdam)  all lanes closed and detoured until 11:59 P.M. on December 31, 2015"
"35","NY 198 westbound","Construction","2015-11-25","11:31:55","42.934031506082","-78.8753785192966"," NYSDOT - Region 5: Construction, construction on NY 198 westbound at Elmwood Avenue (Buffalo)  1 exit ramp closed until 5:00 P.M. on December 31, 2016 Exit ramp from Route 198 Westbound to Elmwood Avenue Northbound closed. Detour in operation"
"36","NY 198 eastbound","Construction","2015-11-25","11:29:15","42.933775727329","-78.8772600889206"," NYSDOT - Region 5: Construction, construction on NY 198 eastbound at Elmwood Avenue (Buffalo)  1 entrance ramp closed until 5:00 P.M. on December 31, 2016 Entrance ramp from Elmwood Avenue Southbound to Route 198 Eastbound closed. Detour in operation"
